tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"","","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"Φ0M3 | 1 | 250 400 4100 2775","","","No text found"
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"M3 | 2 | no1 | 00 | 75 | 400 | 275 | 50","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"A | 1750","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"250 | 400 | 4","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"Ф0м4 | 5 | 4300 | 3000 | 400 | 250 | no4","","","No text found"
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"04 | 50 | 3 | Поз. | Ве","","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"Ведомость деталей | Эскиз | 770 | 700 | R90","","","No text found"
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"Спецификации | Поз. | Обозначение","","",""
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"ация монолитных конструкций | Наименование | ФОМЗ | Сборочные единицы | -КЖ5, лист 18 | Закладное изделие 3д1 | -КЖ5, лист 18 | Закладное изделие 3д3 | -КЖ5, лист 17 | Каркас КП6","","","No text found"
"page01_tile0010_x08919_y00000.png",8919,0,qwen-vl-ocr,"укций ФОм3, ФОм4 | Кол | Масса | Примеч. | ед., кг","","","No text found"
"page01_tile0012_x00000_y00900.png",0,900,qwen-vl-ocr,"1950 | 1475 | 800 | 1250 | 450 | 3000","","",""
"page01_tile0013_x00900_y00900.png",900,900,qwen-vl-ocr,"3д3 | 0,000 | -0,150 | 3д3 | Ø1500 | Ø1450","","","No text found"
"page01_tile0014_x01800_y00900.png",1800,900,qwen-vl-ocr,"3д1 | 3д3 | 3д3 | 400 | 250 | 1875","","","No text found"
"page01_tile0015_x02700_y00900.png",2700,900,qwen-vl-ocr,"1875 | 3200 | 400 | 250 | 2150 | 3000 | 1250 | 800 | 450 | 1700","400 | 250 | 3000 | 1250 | 800 | 450 | 1700","",""
"page01_tile0016_x03600_y00900.png",3600,900,qwen-vl-ocr,"3д3 | 0,000 | -0,150 | 1700 | 800 | 450 | 120 | 02000 | 01900","","","No text found"
"page01_tile0017_x04500_y00900.png",4500,900,qwen-vl-ocr,"3д3 | 3д2 | 3д3","","","No text found"
"page01_tile0018_x05400_y00900.png",5400,900,qwen-vl-ocr,"2100 | 400 | 250 | 3400 | 4 | 5","","",""
"page01_tile0019_x06300_y00900.png",6300,900,qwen-vl-ocr,"700 | 730 | R90 | 700 | R100 | 1100","700 | 730 | 1100","","No text found"
"page01_tile0020_x07200_y00900.png",7200,900,qwen-vl-ocr,"КП6 440.02723.150200.1.6-ЮК5 | 1 ГОСТ 34028-2016 | 2 ГОСТ 34028-2016 | 3* ГОСТ 34028-2016 | 4* ГОСТ 34028-2016 | 5* ГОСТ 34028-2016 | 6* ГОСТ 5781-82","","","No text found"
"page01_tile0021_x08100_y00900.png",8100,900,qwen-vl-ocr,"6-КЖ5, лист 17 | Каркас КП6 | Детали | 14 - A500C L= 405 | 14 - A500C L= 315 | 14 - A500C L= 217 | 14 - A500C L= 213 | 16 - A500C L= 125 | 8 - A240 L= 143 | Материалы | Бетон В25, W6, F150","","","No text found"
"page01_tile0022_x08919_y00900.png",8919,900,qwen-vl-ocr,"3 48,48 | L= 4050 22 4,89 | L= 3150 28 3,81 | L= 2170 28 2,62 | L= 2130 22 2,57 | L= 1250 32 1,97 | L= 1430 16 0,56","","",""
"page01_tile0024_x00000_y01800.png",0,1800,qwen-vl-ocr,"","","",""
"page01_tile0025_x00900_y01800.png",900,1800,qwen-vl-ocr,"3д3 | +0,200 | 450 | 1700 | 2150 | 2500","","","No text found"
"page01_tile0026_x01800_y01800.png",1800,1800,qwen-vl-ocr,"3д3 | 1475 | 1950 | 475 | 3500 | 275 | 400 | 2 | 1","1475 | 1950 | 475 | 3500","","No text found"
"page01_tile0027_x02700_y01800.png",2700,1800,qwen-vl-ocr,"275 | 400 | 2150 | 450 | 3 | 4","","","No text found"
"page01_tile0028_x03600_y01800.png",3600,1800,qwen-vl-ocr,"450 | 3д3 | +0,200 | 450 | 1700 | 2150 | 3000 | 4","450 | 450","","No text found"
"page01_tile0029_x04500_y01800.png",4500,1800,qwen-vl-ocr,"3д2 | 3д3 | 1700 | 2150 | 450 | 3000 | 5 | 4","","","No text found"
"page01_tile0030_x05400_y01800.png",5400,1800,qwen-vl-ocr,"250 | 400 | 6 | 5","","","No text found"
