tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"4 | 3 | 200 | 280","","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"5250 | 80 | БФМ7","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"A | по схеме | 280","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"БФМ8 | 5000","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"280 | A | 700 | 0","","",""
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"БФ | 700 | 1030 | 350","","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"БФМ9 | 3500 | 1030","","",""
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"Спецификация фу | Поз. Обозначение","","","No text found"
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"фундаментных балок БФМ | Наименование | БФ7 | Детали | 20 - A500C | L= 6450 | 16 - A500C | L= 6210","","","No text found"
"page01_tile0010_x08830_y00000.png",8830,0,qwen-vl-ocr,"ок БФМ7, БФМ8, БФМ9 | ние | Кол | Масса | ед., кг | Примеч. | L= 6450 | 3 | 15,91 | L= 6210 | 2 | 9.80","","","No text found"
"page01_tile0011_x00000_y00900.png",0,900,qwen-vl-ocr,"1 | 4 3 | 100 | 3 4","","","No text found"
"page01_tile0012_x00900_y00900.png",900,900,qwen-vl-ocr,"","","",""
"page01_tile0013_x01800_y00900.png",1800,900,qwen-vl-ocr,"Разрез 1-1 | 1120 | A | 2","","",""
"page01_tile0014_x02700_y00900.png",2700,900,qwen-vl-ocr,"3 | 300 | 220 | Цифровая | ОСИ","","","No text found"
"page01_tile0015_x03600_y00900.png",3600,900,qwen-vl-ocr,"5560 | 6000 | фровые | оси | Циф | 0","","","No text found"
"page01_tile0016_x04500_y00900.png",4500,900,qwen-vl-ocr,"220 | 3 | 5 | 000 | Цифровые | оси","","","No text found"
"page01_tile0017_x05400_y00900.png",5400,900,qwen-vl-ocr,"Разрез 5-5 | 3 | 220 | 556 | 600 | 300 | 4","","","No text found"
"page01_tile0018_x06300_y00900.png",6300,900,qwen-vl-ocr,"5560 | 6000 | 220 | 4 | 5","","",""
"page01_tile0019_x07200_y00900.png",7200,900,qwen-vl-ocr,"5 | 2* ГОСТ 34028-2016 | 3* ГОСТ 5781-82 | 4* ГОСТ 5781-82 | 5* ГОСТ 34028-2016 | 6 ГОСТ 34028-2016 | 7 ГОСТ 34028-2016 | 8 ГОСТ 34028-2016 | 9 ГОСТ 34028-2016 | 17* ГОСТ 34028-2016","","","No text found"
"page01_tile0020_x08100_y00900.png",8100,900,qwen-vl-ocr,"Материалы","6210 | 1480 | 370 | 1220 | 5610 | 1700 | 1150 | 5900 | 1190","","No text found"
"page01_tile0021_x08830_y00900.png",8830,900,qwen-vl-ocr,"L= 6210 2 9,80 | L= 1480 36 0,58 | L= 370 51 0,15 | L= 1220 36 1,08 | L= 5610 4 4,98 | L= 1700 58 1,51 | L= 1150 14 1,02 | L= 5900 10 5,24 | L= 1190 10 1,06","","",""
"page01_tile0022_x00000_y01800.png",0,1800,qwen-vl-ocr,"0,000 | 1750 | 1200 | 250 280 280 | 50 | -1,200","1750 | 1200","",""
"page01_tile0023_x00900_y01800.png",900,1800,qwen-vl-ocr,"100 | 100 | 50 | 80 | 100 | 175 | 9 | 10 шт | 50 | 280","","","No text found"
"page01_tile0024_x01800_y01800.png",1800,1800,qwen-vl-ocr,"5960 | 9 | 10 шт. | 22x200=4400","","",""
