tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"A | 1350","","","No text found"
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"ФОм5 | 3 | 200 | 1000 | 500 | 3д6 | 3д6 | 0,000","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"800 | 0,000","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"Разрез 1-1 | 3 | war 200 | 3д5 | 10 | war 200 | 600 | 40 | 400 | 40 | 11","600 | 40","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"1-1 | 3д4 | 8 | шаг 200 | 0,00 | 00","700 | 40","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"Разре | 0,000 | 6 шар 200 | 40 | 600 | 40","400 | 6","",""
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"рез 2-2 | 40 | 1100 | 10 | шаг 200 | 1 | 3","40 | 1100 | 10 | 200","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"Ведомость д | Поз. Эски | 6 920 520","","","No text found"
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"Эскиз | Р60 | 520 | Поз. | 3д4 | 3д5 | 3д6","","","No text found"
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"Спецификация монолитнь | Поз. | Обозначение | Зд4 | 440.02723.150200.1.6-ЮК5, лист 19 | Закладное | Зд5 | 440.02723.150200.1.6-ЮК5, лист 19 | Закладное | Зд6 | 440.02723.150200.1.6-ЮК5, лист 19 | Закладное","","","No text found"
"page01_tile0010_x09000_y00000.png",9000,0,qwen-vl-ocr,"тных конструкций ФОм5, ФОм | Наименование | Кол | Масса | ед., кг | Сборочные единицы | ладное изделие 3д4 | 2 | 14,89 | ладное изделие 3д5 | 2 | 8,81 | ладное изделие 3д6 | 2 | 8,17","","","No text found"
"page01_tile0011_x09383_y00000.png",9383,0,qwen-vl-ocr,"","","",""
"page01_tile0012_x00000_y00900.png",0,900,qwen-vl-ocr,"615 | 1070 | 3100 | 1415 | 3д5 | 3д5","2","",""
"page01_tile0013_x00900_y00900.png",900,900,qwen-vl-ocr,"0,000 | -0,400 | 200 | 400 | 3д5 | 0,000 | 200 | 400 | 3д5 | 0,000 | 3д4 | 3д4","","",""
"page01_tile0014_x01800_y00900.png",1800,900,qwen-vl-ocr,"800 | 400 | 2 | -0,400 | 1000 | 3д4 | 1900 | -1,000 | 3д4 | 1","-0,400 | 1000 | -1,000","",""
"page01_tile0015_x02700_y00900.png",2700,900,qwen-vl-ocr,"1 | шаг 200 | 6 | шаг 200 | 40 | 420 | 40 | 40 | 100 | 600 | 100 | 900 | 1 | шаг 200 | 1700 | 5","400 | 1000","",""
"page01_tile0016_x03600_y00900.png",3600,900,qwen-vl-ocr,"260 | 5 | 7 | 420 | шаг 200 | 1 | 40 | Подготовка | 2 | шаг 200 | 6 | 3400 | Бетон В7,5","-0,40 | -1,00","",""
"page01_tile0017_x04500_y00900.png",4500,900,qwen-vl-ocr,"0,400 | 1,000 | 600 | 400 | 1000 | 100 | 40 | 900 | 5 | 1 | war 200 | 40 | 17","40 | 40 | 1000 | 600 | 100","",""
