tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"","","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"КП4 | 1 | шаг 400 | 40 | 960 | 070","40","","No text found"
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"A | ГОСТ14098-2014-K3-Pn","","","No text found"
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"960 | 070 | 1 | war 400 | 40","960 | 40","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"Kp1 | 3 | 1 | 40 | 960 | 070","","","No text found"
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"Разрез 1-1 | 3 | 12 | шаг 200 | 40 | 960 | 070","","","No text found"
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"Марка | Поз. | изделия | 3 | Кр1 | 4","","","No text found"
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"Спецификация на Кр1 | Поз. | Наименование | Кол. | Мас | 1де | Кг","","","No text found"
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"","","",""
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"Спецификация на поддержи | Поз. Обозначение","","","No text found"
"page01_tile0010_x09000_y00000.png",9000,0,qwen-vl-ocr,"Живающие каркасы КП4, КП5 | Наименование | Кол. | Масса | ед., кг | КП4 | Сборочные единицы","","","No text found"
"page01_tile0011_x09363_y00000.png",9363,0,qwen-vl-ocr,"е каркасы КП4, КП5, КП6 | ание | Кол. | Масса | ед., кг | Примеч. | диницы","","","No text found"
"page01_tile0012_x00000_y00900.png",0,900,qwen-vl-ocr,"2 | war 800 | Kp1 | 30","","",""
"page01_tile0013_x00900_y00900.png",900,900,qwen-vl-ocr,"565 | 625 | 30 | 960 | 1070 | A | 70","565 | 625 | 30","","No text found"
"page01_tile0014_x01800_y00900.png",1800,900,qwen-vl-ocr,"2 | шаг 800 | 150 | 200 | 8x200=1600 | 1900","200 | 150 | 8x200=1600 | 1900","","No text found"
"page01_tile0015_x02700_y00900.png",2700,900,qwen-vl-ocr,"960 | 1070 | 1 | war 400 | 70 | 150 | 4 | шаг 200 | 150","1070 | 960 | 150 | 150","","No text found"
"page01_tile0016_x03600_y00900.png",3600,900,qwen-vl-ocr,"960 | 1070 | 70 | 150 | 200 | 8x200=1600 | 1900","00","","No text found"
"page01_tile0017_x04500_y00900.png",4500,900,qwen-vl-ocr,"960 | 1070 | 70 | 3","","","No text found"
"page01_tile0018_x05400_y00900.png",5400,900,qwen-vl-ocr,"Кр1 | 4 | Марка | изделия | Поз. | Кр2 | 4 | 5","","","No text found"
"page01_tile0019_x06300_y00900.png",6300,900,qwen-vl-ocr,"4 12 - A500C L= 1070 9 0,9 | Спецификация на Кр2 | Поз. Наименование Кол. Мa | 1д | К | 4 12 - A500C L= 1070 11 0, | 5 12 - A500C L= 2300 2 2,0","","",""
"page01_tile0020_x07200_y00900.png",7200,900,qwen-vl-ocr,"","","",""
"page01_tile0021_x08100_y00900.png",8100,900,qwen-vl-ocr,"Кр1 440.02723.150200.1.6-ЮК5, лист 17 | 1 ГОСТ 34028-2016 12 | 2 ГОСТ 34028-2016 12 | Кр2 440.02723.150200.1.6-ЮК5, лист 17 | 1 ГОСТ 34028-2016 12","","","No text found"
"page01_tile0022_x09000_y00900.png",9000,900,qwen-vl-ocr,"Сборочные единицы | ркас Кр1 | Детали | 12 - A500C L= 625 10 0,55 | 12 - A500C L= 1145 6 1,02 | КП5 | Сборочные единицы | ркас Кр2 | Детали | 12 - A500C L= 625 12 0,55","","","No text found"
"page01_tile0023_x09363_y00900.png",9363,900,qwen-vl-ocr,"ДИНИЦЫ | 2 11,92 | L= 625 10 0,55 | L= 1145 6 1,02 | ДИНИЦЫ | 2 14,53 | L= 625 12 0,55","625 | 1145","",""
"page01_tile0024_x00000_y01800.png",0,1800,qwen-vl-ocr,"","","",""
"page01_tile0025_x00900_y01800.png",900,1800,qwen-vl-ocr,"КП5 | 1 | шаг 400 | 40 | 960 | 1070 | Б","960 | 1070","","No text found"
