tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"A | 700 | 300 | 1 | 1","","","No text found"
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"БФМ13 | 1030 | 3500","","","No text found"
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"1030 | 1 | 3","","","No text found"
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"150 | 15 14 13","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"БФm14","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"300 | 3 | 5 | 14","","","No text found"
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"БФМ | 4850 | 300 | 14","","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"Pm15 | 850 | 550 | 5","","","No text found"
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"5 | Спецификация фу | Поз. | Обозначение","","","No text found"
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"фундаментных балок БФМ13 | Наименование | БФМ13 | Детали | 20 - A500C L= 4700 | 12 - A500C L= 3860","","","No text found"
"page01_tile0010_x08894_y00000.png",8894,0,qwen-vl-ocr,"БФМ13, БФМ14, БФМ15 | Кол | Масса | Примеч. | ед. | ед., кг","4700 | 3860","","No text found"
"page01_tile0011_x00000_y00900.png",0,900,qwen-vl-ocr,"300 | 220 | 13 | 14","","","No text found"
"page01_tile0012_x00900_y00900.png",900,900,qwen-vl-ocr,"5560 | 6000 | Разр | 100 | 100","","","No text found"
"page01_tile0013_x01800_y00900.png",1800,900,qwen-vl-ocr,"1 | 3 | 220 | 14 | 15 | рез 1-1 | 5560 | 2 | 100 | 100","","","No text found"
"page01_tile0014_x02700_y00900.png",2700,900,qwen-vl-ocr,"150 | 100 | Pa","","",""
"page01_tile0015_x03600_y00900.png",3600,900,qwen-vl-ocr,"4450 | Разрез 2-2","","",""
"page01_tile0016_x04500_y00900.png",4500,900,qwen-vl-ocr,"300 | 1550 | 3 | A | 5 | 14 | 15 | 100","300 | 1550","","No text found"
"page01_tile0017_x05400_y00900.png",5400,900,qwen-vl-ocr,"Разрез 5-5 | 5400 | 540 | 15 | 1400","","","No text found"
"page01_tile0018_x06300_y00900.png",6300,900,qwen-vl-ocr,"5400 | 1000 | 5 | A | 5-5 | 6 | 100 | 100 | 120 | 11","","",""
"page01_tile0019_x07200_y00900.png",7200,900,qwen-vl-ocr,"5 | A | 110 | 2 ГОСТ 34028-2016 | 3* ГОСТ 5781-82 | 4* ГОСТ 5781-82 | 5* ГОСТ 34028-2016 | 6 ГОСТ 34028-2016 | 7 ГОСТ 34028-2016 | 8 ГОСТ 34028-2016 | 17* ГОСТ 34028-2016 | ГОСТ 26633-2015","","","No text found"
