tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"3д4 | 1 | 2 | 200 | 140 | 30 | 30 | 50 | 200 | 200","200 | 140 | 30","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"3д4 | Разрез | 2 | 1 | 200 | 30 | 140 | 12 | 240 | 1 | 200 | 50","200 | 200 | 50","","No text found"
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"рез 1-1 | 200 | 140 30 | 2 | ГОСТ 14098-2014-Т2-Рф","","","No text found"
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"Спе | Марка | Поз. | изделия | 1 | 2 | 3","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"пецификация на 3д4, 3д5, 3д6 | Наименование | Кол. | Масса | 1 дет. | кг | Полоса 200x12 ГОСТ 103-2006 L=700 | 1 | 13,19 | 12 - A500C L= 240 | 8 | 0,213 | Полоса 200x12 ГОСТ 103-2006 L=400 | 1 | 7,54","","C245 ГОСТ 27772-2021",""
"page01_tile0005_x03915_y00000.png",3915,0,qwen-vl-ocr,"ция на 3д4, 3д5, 3д6 | Именование | Кол. | Масса 1 дет., кг | Масса изделия, кг | ГОСТ 103-2006 | L=700 | 1 | 13,19 | 14,89 | ГОСТ 103-2006 | L=240 | 8 | 0,213 | ГОСТ 103-2006 | L=400 | 1 | 7,54 | 9.91","","C245 ГОСТ 27772-2021",""
"page01_tile0006_x00000_y00900.png",0,900,qwen-vl-ocr,"50 | 200 | 200 | 700 | 3д5 | 3 | 2 | 200 | 140 | 30","","",""
"page01_tile0007_x00900_y00900.png",900,900,qwen-vl-ocr,"200 | 700 | 200 | 50 | 1 | 3д5 | 2 | Разрез | 240 | 12 | 3 | 200 | 30 | 140","200 | 700 | 200 | 50","","3d5"
"page01_tile0008_x01800_y00900.png",1800,900,qwen-vl-ocr,"рез 2-2 | 200 | 140 30 | 2 | ГОСТ 14098-2014-Т2-РФ","","","No text found"
"page01_tile0009_x02700_y00900.png",2700,900,qwen-vl-ocr,"3д5 | 3 | 2 | 3д6 | 4 | 5","","",""
"page01_tile0010_x03600_y00900.png",3600,900,qwen-vl-ocr,"Полоса 200x12 ГОСТ 103-2006 L=400 1 7,54 | 12 - A500C L= 240 6 0,213 | Полоса 100x12 ГОСТ 103-2006 L=800 1 7,54 | 8 - A500C L= 160 10 0,063","","","No text found"
"page01_tile0011_x03915_y00900.png",3915,900,qwen-vl-ocr,"ГОСТ 103-2006 | C245 ГОСТ 27772-2021 | L=400 | 1 | 7,54 | 8,81 | L= 240 | 6 | 0,213 | ГОСТ 103-2006 | C245 ГОСТ 27772-2021 | L=800 | 1 | 7,54 | 8,17 | L= 160 | 10 | 0,063","","","No text found"
"page01_tile0012_x00000_y01800.png",0,1800,qwen-vl-ocr,"Взам. инв. № | НОР 2024 | 3д","30 | 50 | 150 | 400 | 4 | 5","",""
"page01_tile0013_x00900_y01800.png",900,1800,qwen-vl-ocr,"24 | 0 150 50 | 400 | 2 | 3д6 | Разрез | 12  100  20  60","100 | 20 | 60","","No text found"
"page01_tile0014_x01800_y01800.png",1800,1800,qwen-vl-ocr,"рез 3-3 | 100 | 60 | 20 | ГОСТ 14098-2014-Т2-РФ | 1. С | 2. С | ГОС | 3. П | Изм. | Разр","","",""
"page01_tile0015_x02700_y01800.png",2700,1800,qwen-vl-ocr,"1. Общие указания даны на листе 1. | 2. Сварку выполнять в соответствии с требованиями ГОСТ Р 57997-2017. Сварку вести электродами Э | 3. Прокат арматурный по ГОСТ 34028-2016. | Изм. Кол.уч. Лист № док. Подп. Дата | Разработал Пономарева 11.24","","",""
"page01_tile0016_x03600_y01800.png",3600,1800,qwen-vl-ocr,"ованиями ГОСТ 5264-80, ГОСТ 14098-2014, РТМ 3 | ами Э42 по ГОСТ 9467-75. | нный чертеж не подлежит размножению и передаче другим организ | или частным лицам без согласия АО "РУСАП ВАМИ" | 440.02723 150200 16 10/5","","",""
"page01_tile0017_x03915_y01800.png",3915,1800,qwen-vl-ocr,"","","",""
"page01_tile0018_x00000_y02478.png",0,2478,qwen-vl-ocr,"Инв. N док. | Подпись и дата | Взам. инв. | 2032876 | 27 НОЯ 2024","50 | 100 | 60 | 20 | 175 | 175 | 800 | 4 | 5","",""
"page01_tile0019_x00900_y02478.png",900,2478,qwen-vl-ocr,"3 | 175 | 175 | 50 | 800 | 3 | 12 | 20 | 60 | 160 | 4 | 100","","","No text found"
"page01_tile0020_x01800_y02478.png",1800,2478,qwen-vl-ocr,"100 | 60 | 20 | 5 | ГОСТ 14098-2014-Т2-РФ | Изм. | Разр | Пров | Н.КОН","","","No text found"
"page01_tile0021_x02700_y02478.png",2700,2478,qwen-vl-ocr,"","","",""
"page01_tile0022_x03600_y02478.png",3600,2478,qwen-vl-ocr,"","","",""
"page01_tile0023_x03915_y02478.png",3915,2478,qwen-vl-ocr,"","","",""
