tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"150300 | Участок | перегрузки | огарков с | конвейерной | галереей","","","No text found"
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"Схема располо | ВЭЗ-195 | ШТ","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"ПОЛОЖЕНИЯ СКВАЖИН | Штамп/9 | 3* | c-31 | 384.94 | 150200 | Участок переработ","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"387,350 | 0,000 | 385,350 | -2,000 | работки","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"350 | 388 | 387 | 350 | 386 | 385 | 384 | c-21","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"Инженерно-геологически | 150200 | c-24 | 833-192 | 1гр | 383.7 | 2.3 | 416 | 1.4","","",""
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"ский разрез 3-3* | 633-193 | 633-194","","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"c-27 | c-31 | ▲1.6","","",""
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"Условн | Четвертич | Техноген | Бетон, асф | t1 | 35г 1 | 35г 1/1 | Насыпной | с включени | Насыпной | с включени","","",""
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"вные обозначения | ертичные отложения (QIV) | огенные образования (tQIV) | н, асфальтобетон | пной грунт (суглинок легкий пылеватый щебенистый | ючением строительного мусора) | пной грунт (суглинок легкий пылеватый с древесной тве | ючением строительного мусора)","","",""
"page01_tile0010_x08837_y00000.png",8837,0,qwen-vl-ocr,"щебенистый твердый | с древесной твердый","","",""
"page01_tile0011_x00000_y00900.png",0,900,qwen-vl-ocr,"17 | КП | Штамп/7 | Галереи","","","No text found"
"page01_tile0012_x00900_y00900.png",900,900,qwen-vl-ocr,"170409 | КТП-9 | BЭЗ- | 10/7","","","No text found"
"page01_tile0013_x01800_y00900.png",1800,900,qwen-vl-ocr,"84.94 | c-27 | 385.16 | Участок переработ | электролита | B33-194 | B33-193","","","No text found"
"page01_tile0014_x02700_y00900.png",2700,900,qwen-vl-ocr,"","","",""
"page01_tile0015_x03600_y00900.png",3600,900,qwen-vl-ocr,"383 | 382 | 381 | 380 | 379 | 378 | 377 | 376 | 380.5 | 3.0 | 4.2 | 1/1 | tQIV | 379.1 | 4.4 | 2 | 7.0 | 7.5 | e-dQIV | 376.0 | 8.2","","","C-21"
"page01_tile0016_x04500_y00900.png",4500,900,qwen-vl-ocr,"tQIV | 186 | e-dQIV | 383.7 | 4.2 | 6.6 | 378.4 | 7.6 | 9.0 | 375.7 | 10.3 | 410","383.7","",""
"page01_tile0017_x05400_y00900.png",5400,900,qwen-vl-ocr,"tQIV | 633-194 | 382.2 | tQIV | 1040 | 1 | 35° | 1/1 | 5.7 | 2 | 35B | 135 | 377.4","","",""
"page01_tile0018_x06300_y00900.png",6300,900,qwen-vl-ocr,"382.2 | 1.6 | 3.0 | 4.2 | 3.8 | 5.4 | 6.6 | 377.4 | 7.8 | 376.73 | 8.2 | 8.4 | 9.2 | e-dQIV | 2a","","",""
"page01_tile0019_x07200_y00900.png",7200,900,qwen-vl-ocr,"35г 16 Насыпной | 416 1г Насыпной | Элювиаг | 35в 2 Суглинок | 35г 2а Суглинок | 35в 5а Суглинок | 36а 7пл Супесь пы | 416 3 Щебенист | обломки а","","",""
"page01_tile0020_x08100_y00900.png",8100,900,qwen-vl-ocr,"ипной грунт (суглинок легкий пылеватый с щебнем туг | ипной грунт (щебенистый грунт с суглинистым тверды | мки алевролита малопрочные, с включением строите | овиально-делюбивальные отложения (edQIV) | инок легкий пылеватый твердый | инок легкий пылеватый щебенистый твердый | инок легкий пылеватый тугопластичный | сь пылеватая пластичная | енистый грунт с суглинистым твердым заполнителем | мки алевролита пониженной прочности","","",""
"page01_tile0021_x08837_y00900.png",8837,900,qwen-vl-ocr,"с щебнем тугопластичный) | истым твердым заполнителем до 28%, | ением строительного мусора) | dQIV) | ердый | аполнителем до 20% | 20%","","",""
"page01_tile0022_x00000_y01800.png",0,1800,qwen-vl-ocr,"Штамп/6 | 15","","","No text found"
"page01_tile0023_x00900_y01800.png",900,1800,qwen-vl-ocr,"150300 | 150200 | B33-178 | c-24 | 385.98 | Штамп/8","","",""
"page01_tile0024_x01800_y01800.png",1800,1800,qwen-vl-ocr,"-24 | 5.98 | B33-192 | 39","","","No text found"
"page01_tile0025_x02700_y01800.png",2700,1800,qwen-vl-ocr,"373,400 | -13,950","","",""
"page01_tile0026_x03600_y01800.png",3600,1800,qwen-vl-ocr,"376 | 375 | 374 | 373 | 372 | 371 | 370 | 369 | 368 | 376.0 | 7.5 | 375.2 | 8.2 | 8.3 | 10.6 | 12.6 | O2-3 | 4MП | 16","","",""
