tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"Анодно-монта | отделение (A | A | A","300","","No text found"
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"онтажное | ие (АМО)","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"ΦOm1 | ΦOm3","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"Φ0M2","","","No text found"
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"Схема | ФОМ4","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"хема расположения ростве | конструкции см. 440.02723.1502 | ФОМ5","","","No text found"
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"150200.1.6-КЖ1 | тверков и фундаментов | ФОМ5","","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"Ом5а","","",""
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"150 | PCm2","","",""
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"-0.700","","",""
"page01_tile0010_x09000_y00000.png",9000,0,qwen-vl-ocr,"","","",""
"page01_tile0011_x09363_y00000.png",9363,0,qwen-vl-ocr,"","","",""
"page01_tile0012_x00000_y00900.png",0,900,qwen-vl-ocr,"A | 0A | 5300 | OB | 1000","","","No text found"
"page01_tile0013_x00900_y00900.png",900,900,qwen-vl-ocr,"2700 | 2000 | 300 | 1000 | -1,200 | PCm1 | 300 | 2000","2700 | 2000 | 300 | 1000 | -1,200","",""
"page01_tile0014_x01800_y00900.png",1800,900,qwen-vl-ocr,"2000 | 2000 | 2150 | 1950 | 300 | 300 | +0,100 | -0,150 | 0,000 | PCm1 | OD | P","2000 | 2000","",""
"page01_tile0015_x02700_y00900.png",2700,900,qwen-vl-ocr,"3000 | 950 | 1950 | 000 | 1500 | 700 | D | PCm1 | 1600 | 700 | 3700 | 700 | 700","1250 | +0,100","","No text found"
"page01_tile0016_x03600_y00900.png",3600,900,qwen-vl-ocr,"1250 | 2150 | 3000 | 1050 | 900 | 170 | 300 | PCm1 | PCm1 | -0,150 | 0,000 | 2150 | 2150","1250 | 2150 | 3000 | 1050","","No text found"
"page01_tile0017_x04500_y00900.png",4500,900,qwen-vl-ocr,"650 | 3100 | 1700 | 3400 | 0,000 | 6000 | 300 | 300 | PCm1 | 1","650 | 3100 | 1700 | 3400","",""
"page01_tile0018_x05400_y00900.png",5400,900,qwen-vl-ocr,"6000 | 150 | 3100 | 3400 | 1700 | 90 | 300 | 300 | PCm1 | PCm1","150 | 3100 | 3400 | 1700 | 90","",""
