tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"","","",""
"page01_tile0001_x00400_y00000.png",400,0,qwen-vl-ocr,"","","",""
"page01_tile0002_x00800_y00000.png",800,0,qwen-vl-ocr,"","","",""
"page01_tile0003_x01200_y00000.png",1200,0,qwen-vl-ocr,"","","",""
"page01_tile0004_x01600_y00000.png",1600,0,qwen-vl-ocr,"","","",""
"page01_tile0005_x02000_y00000.png",2000,0,qwen-vl-ocr,"","","",""
"page01_tile0006_x02400_y00000.png",2400,0,qwen-vl-ocr,"","","",""
"page01_tile0007_x02800_y00000.png",2800,0,qwen-vl-ocr,"","","",""
"page01_tile0008_x03200_y00000.png",3200,0,qwen-vl-ocr,"","","",""
"page01_tile0009_x03600_y00000.png",3600,0,qwen-vl-ocr,"","","",""
"page01_tile0010_x04000_y00000.png",4000,0,qwen-vl-ocr,"","","",""
"page01_tile0011_x04400_y00000.png",4400,0,qwen-vl-ocr,"","","",""
"page01_tile0012_x04800_y00000.png",4800,0,qwen-vl-ocr,"","","",""
"page01_tile0013_x05200_y00000.png",5200,0,qwen-vl-ocr,"","","",""
"page01_tile0014_x05600_y00000.png",5600,0,qwen-vl-ocr,"","","",""
"page01_tile0015_x06000_y00000.png",6000,0,qwen-vl-ocr,"","","",""
"page01_tile0016_x06400_y00000.png",6400,0,qwen-vl-ocr,"","","",""
"page01_tile0017_x06800_y00000.png",6800,0,qwen-vl-ocr,"","","",""
"page01_tile0018_x07200_y00000.png",7200,0,qwen-vl-ocr,"","","",""
"page01_tile0019_x07600_y00000.png",7600,0,qwen-vl-ocr,"","","",""
"page01_tile0020_x08000_y00000.png",8000,0,qwen-vl-ocr,"","","",""
"page01_tile0021_x08400_y00000.png",8400,0,qwen-vl-ocr,"","","",""
"page01_tile0022_x08800_y00000.png",8800,0,qwen-vl-ocr,"","","",""
"page01_tile0023_x09200_y00000.png",9200,0,qwen-vl-ocr,"","","",""
