tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"","","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"ФОм1","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"A","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"A | 2300 | Φ0m2","","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"","","",""
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"Спецификация мон | Поз. Обозначение | КП4 440.02723.150200.1.6-КЖ5, лист 17","","","No text found"
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"НОЛИТНЫХ КОНСТРУКЦИЙ ФОМ | Наименование | Кол | ФОМ1 | Сборочные единицы | -17 | Каркас КП4 | 2 | Детали","","","No text found"
"page01_tile0007_x06007_y00000.png",6007,0,qwen-vl-ocr,"","","",""
"page01_tile0008_x00000_y00900.png",0,900,qwen-vl-ocr,"2700 | 2000","1","",""
"page01_tile0009_x00900_y00900.png",900,900,qwen-vl-ocr,"2000 | 2000 | 20","","",""
"page01_tile0010_x01800_y00900.png",1800,900,qwen-vl-ocr,"1 | шаг 200 | 2 | шаг 200 | КП4 | 2 шт. | 2000","","",""
"page01_tile0011_x02700_y00900.png",2700,900,qwen-vl-ocr,"","","",""
"page01_tile0012_x03600_y00900.png",3600,900,qwen-vl-ocr,"2 | 3 | war 200 | 4 | war 200 | KN5","","",""
"page01_tile0013_x04500_y00900.png",4500,900,qwen-vl-ocr,"1 ГОСТ 34028-2016 | 2* ГОСТ 34028-2016 | ГОСТ 26633-2015 | ГОСТ 26633-2015 | КП5 440.02723.150200.1.6-КЖ5, лист 17","","","No text found"
"page01_tile0014_x05400_y00900.png",5400,900,qwen-vl-ocr,"Детали | 12 - A500C L= 2650 30 | 12 - A500C L= 3100 28 | Материалы | Бетон В25, W6, F150 м³ 5,94 | Бетон В7,5 м³ 0,64 | ФОМ2 | Сборочные единицы | 17 Каркас КП5 3","","","No text found"
"page01_tile0015_x06007_y00900.png",6007,900,qwen-vl-ocr,"L= 2650 30 2,35 | L= 3100 28 2,75 | M³ 5,94 | M³ 0,64 подготовка | ицы | 3 41,83","","",""
"page01_tile0016_x00000_y01800.png",0,1800,qwen-vl-ocr,"2000 | 1 | 1 | war 200 | +0,100","","","No text found"
"page01_tile0017_x00900_y01800.png",900,1800,qwen-vl-ocr,"Разрез 1-1 | 1 | аг 200 | 2 | шаг 200 | КП4 | 2 шт.","","",""
"page01_tile0018_x01800_y01800.png",1800,1800,qwen-vl-ocr,"2 | КП4 | 2 шт. | +0,100","","",""
"page01_tile0019_x02700_y01800.png",2700,1800,qwen-vl-ocr,"1800 | 2400 | 3 | Разрез 2-2 | 3 | шаг 200 | 4 | шаг 2","","",""
"page01_tile0020_x03600_y01800.png",3600,1800,qwen-vl-ocr,"КП5 | 3 шт. | 1800 | 4 | 2-2 | 4 | шаг 200 | КП5 | 3 шт.","1800","","No text found"
"page01_tile0021_x04500_y01800.png",4500,1800,qwen-vl-ocr,"КП5 440.02723.150200.1.6-ЮК5, лист 17 | 3 ГОСТ 34028-2016 | 4* ГОСТ 34028-2016 | ГОСТ 26633-2015 | ГОСТ 26633-2015 | Поз. с знаком "*" смотри ведомость де","","",""
"page01_tile0022_x05400_y01800.png",5400,1800,qwen-vl-ocr,"17 Каркас КП5 3 | Детали | 12 - A500C L= 3650 34 | 12 - A500C L= 3500 38 | Материалы | Бетон В25, W6, F150 M³ 9,77 | Бетон В7,5 M³ 1,01 | Ть деталей","","","No text found"
"page01_tile0023_x06007_y01800.png",6007,1800,qwen-vl-ocr,"3 41,83 | L= 3650 34 3,24 | L= 3500 38 3,11 | M³ 9,77 | M³ 1,01 | подготовка","","","No text found"
"page01_tile0024_x00000_y02700.png",0,2700,qwen-vl-ocr,"100 | 1100 | 40 | 40 | -1,000 | Подготовка | бетон В7,5 | 2000 | 1","100 | 1100 | 40 | 40 | -1,000","",""
"page01_tile0025_x00900_y02700.png",900,2700,qwen-vl-ocr,"40 | 40 | a | 5 | 2 | war 200 | 2000 | 2000 | 40 | 40 | war | 20","2000 | 200","",""
"page01_tile0026_x01800_y02700.png",1800,2700,qwen-vl-ocr,"40 | 40 | 40 | 1 | шаг 200 | 2000 | 2","1100 | -1,000 | 100","","No text found"
"page01_tile0027_x02700_y02700.png",2700,2700,qwen-vl-ocr,"Подготовка | бетон В7,5 | 4 | шаг 200 | 1800 | 2400 | 3","1100 | 40 | 40","",""
"page01_tile0028_x03600_y02700.png",3600,2700,qwen-vl-ocr,"40 | 40 | 40 | 3 | war 200 | 1800 | 4","40 | 40 | 40","",""
"page01_tile0029_x04500_y02700.png",4500,2700,qwen-vl-ocr,"1. Общие указания даны на листе | 2. Схема расположения ростверко | 3. Защитный слой арматуры 40 мм | 4. Под фундаментами выполнять б | подошвы на 100 мм с каждой ст | 6. Дно котлована утрамбовать щеб | 5. 100 мм","","",""
"page01_tile0030_x05400_y02700.png",5400,2700,qwen-vl-ocr,"исте 1. | зерков и фундаментов см. лист 4. | 40 мм. | нить бетонную подготовку В7,5 - 100 мм. Подготов | ой стороны. | ь щебнем по ГОСТ 8263-93. Шебень фр.20-40 мм","","",""
"page01_tile0031_x06007_y02700.png",6007,2700,qwen-vl-ocr,"4. | - 100 мм. Подготовку выполнить шире | ебень фр.20-40 мм с расклиницовой","","","No text found"
"page01_tile0032_x00000_y03600.png",0,3600,qwen-vl-ocr,"","","",""
"page01_tile0033_x00900_y03600.png",900,3600,qwen-vl-ocr,"Ведомость деталей | Поз. | Эскиз | 2 | 590 | R60 | 1920 | 590 | R60","590 | 1920","","No text found"
"page01_tile0034_x01800_y03600.png",1800,3600,qwen-vl-ocr,"","","",""
"page01_tile0035_x02700_y03600.png",2700,3600,qwen-vl-ocr,"Ведомость расход | Марка элемента | Изд | Арматура | A50 | ГОСТ 34 | Ø12","","","No text found"
"page01_tile0036_x03600_y03600.png",3600,3600,qwen-vl-ocr,"хода стали, кг | Изделия арматурные | матура класса | A500C | Всего | ОСТ 34028-2016 | 12 | Итого","","","No text found"
"page01_tile0037_x04500_y03600.png",4500,3600,qwen-vl-ocr,"6. Дно котлована утрамбовать щебнем фр.5-10 мм. Щебень из осадочного | Коэффициент уплотнения более | 160 кПа. | Изм. Кол.уч. Лист № док. Подп. Дата | Разработал По ном ар е в а 11.24 | Проверил Мак ар е нко 11.24 | Н. контр. Сотников 11.24","","",""
"page01_tile0038_x05400_y03600.png",5400,3600,qwen-vl-ocr,"ь щебнем по ГОСТ 8263-93. Шебень фр.20-40 мм | дочных пород для уплотнения основания примен | более 0,97. Необходимо обеспечить, несущую сп | Данный чертеж не подлежит размножению и передаче | или частным лицам без согласия АО "РУСАЛ" | 440.02723.150200.1.6-КЖ5 | Публичное Акционерное Общество | "РУСАЛ Братский Алюминиевый" | Экологическая реконструкция. 1 этап строи | Отделение переработки электролита | Участок дробления и временного складирования электролита | Стадия | Р","","",""
