tile,x,y,model,text_lines,dimensions,codes,geology
"page01_tile0000_x00000_y00000.png",0,0,qwen-vl-ocr,"","","",""
"page01_tile0001_x00900_y00000.png",900,0,qwen-vl-ocr,"БФМ4 | 280 | 3750","","",""
"page01_tile0002_x01800_y00000.png",1800,0,qwen-vl-ocr,"","","",""
"page01_tile0003_x02700_y00000.png",2700,0,qwen-vl-ocr,"A | 700 | 100 | 250 | 400 | 40 | 3 | 00 | 00","700 | 100 | 250 | 400 | 40","",""
"page01_tile0004_x03600_y00000.png",3600,0,qwen-vl-ocr,"БФМ5 | A1 | 12 шт. | см. примеч. п.6 | 00 400 | 300 300","","","No text found"
"page01_tile0005_x04500_y00000.png",4500,0,qwen-vl-ocr,"300 | 250 | 3","","",""
"page01_tile0006_x05400_y00000.png",5400,0,qwen-vl-ocr,"A | 5 | 700 | 100 | 100 | 400 400","700 | 100 | 100","",""
"page01_tile0007_x06300_y00000.png",6300,0,qwen-vl-ocr,"БФМ6 | 3660 | 400 400 400 | 400 400 | 250 | 5","400 | 400 | 400","","No text found"
"page01_tile0008_x07200_y00000.png",7200,0,qwen-vl-ocr,"Спецификация ф | Поз. Обозначение | 1* ГОСТ 34028-2016 | 2* ГОСТ 34028-2016","","","No text found"
"page01_tile0009_x08100_y00000.png",8100,0,qwen-vl-ocr,"фундаментных балок БФ | Наименование | БФм4 | Детали | 20 - A500C L= 4950 | 16 - A500C L= 4710","","","No text found"
"page01_tile0010_x08815_y00000.png",8815,0,qwen-vl-ocr,"пок БФМ4, БФМ5, БФМ6 | ание | Кол | Масса | ед., кг | Примеч. | L= 4950 | 3 | 12,21 | L= 4710 | 2 | 7,43","","","No text found"
"page01_tile0011_x00000_y00900.png",0,900,qwen-vl-ocr,"1 | 300 | 10 | 10","","",""
"page01_tile0012_x00900_y00900.png",900,900,qwen-vl-ocr,"4460 | Разр | 100 | 100 | 80 | 100 | 100 | 125 | 15x200","","","No text found"
"page01_tile0013_x01800_y00900.png",1800,900,qwen-vl-ocr,"1120 | A | азрез 1-1 | 4460 | 5x200=3000 | 2 | 100 | 100 | 110 | 100 | 125","1120","",""
"page01_tile0014_x02700_y00900.png",2700,900,qwen-vl-ocr,"3 | 300 | 100 | 820 | 1 | 10 | 50","","","No text found"
"page01_tile0015_x03600_y00900.png",3600,900,qwen-vl-ocr,"4960 | Разрез 2-2 | 5","","",""
"page01_tile0016_x04500_y00900.png",4500,900,qwen-vl-ocr,"220 | 2 | 3","","","No text found"
"page01_tile0017_x05400_y00900.png",5400,900,qwen-vl-ocr,"5 | 300 | 100 | A1 | 14 шт. | см. примеч. п.6 | Анодно-монтажное | отделение (АМО) | Разрез | 50 | 9x200=1800 | 780 | 39 | 3660","300 | 100","",""
"page01_tile0018_x06300_y00900.png",6300,900,qwen-vl-ocr,"2030 | 30 | 39 | 2500 | 1630 | 380 | 1 | 5 | oe3 5-5 | 6 | 3660 | 6x200=1200 | 50","30 | 2500 | 1630 | 380","",""
"page01_tile0019_x07200_y00900.png",7200,900,qwen-vl-ocr,"5 | 2* ГОСТ 34028-2016 | 3* ГОСТ 5781-82 | 4* ГОСТ 5781-82 | 5* ГОСТ 34028-2016 | 6 ГОСТ 34028-2016 | 7 ГОСТ 34028-2016 | 8 ГОСТ 34028-2016 | 9 ГОСТ 34028-2016 | 17* ГОСТ 34028-2016","","","No text found"
"page01_tile0020_x08100_y00900.png",8100,900,qwen-vl-ocr,"16 - A500C L= 4710 | 8 - A240 L= 1380 | 8 - A240 L= 370 | 12 - A500C L= 1220 | 12 - A500C L= 4110 | 12 - A500C L= 1650 | 12 - A500C L= 1150 | 12 - A500C L= 4410 | 12 - A500C L= 1190 | Материалы","","",""
"page01_tile0021_x08815_y00900.png",8815,900,qwen-vl-ocr,"L= 4710 2 7,43 | L= 1380 27 0,54 | L= 370 37 0,15 | L= 1220 29 1,08 | L= 4110 4 3,65 | L= 1650 44 1,47 | L= 1150 14 1,02 | L= 4410 10 3,92 | L= 1190 10 1,06 | пы","4710 | 1380 | 370 | 1220 | 4110 | 1650 | 1150 | 4410 | 1190","",""
"page01_tile0022_x00000_y01800.png",0,1800,qwen-vl-ocr,"10 | 0,000 | -1,200 | 1700 | 500 | 1200 | 240 | 280 | 280 | 250 | 40 | 50 | 40","1700 | 500","",""
"page01_tile0023_x00900_y01800.png",900,1800,qwen-vl-ocr,"100 | 50 | 80 | 100 | 125 | 15x200 | 9 | 10 шт. | 8 | 280 | 205","","",""
"page01_tile0024_x01800_y01800.png",1800,1800,qwen-vl-ocr,"5x200=3000 | 9 | ШТ.","100 | 125 | 110 | 265","",""
"page01_tile0025_x02700_y01800.png",2700,1800,qwen-vl-ocr,"10 | 50 | 110 | 110 | 17 | 10 шт. | 8 | 7 | war 200 | 430 | 3, 4 | 300 | 40 | 40","","","No text found"
"page01_tile0026_x03600_y01800.png",3600,1800,qwen-vl-ocr,"5 | шаг 200 | 40 | 40 | 9 | 10 шт. | 4 | шаг 400 | в шахм. | порядке | 7 | шаг 200 | 50 | 280 | 280 | 1200 | 1700 | 250 | 280 | 280","200 | 200","",""
"page01_tile0027_x04500_y01800.png",4500,1800,qwen-vl-ocr,"0,000 | 1700 | 17 | 3 шт. | 0,000 | -0,700 | 1200 | 700 | 500 | 300 | 50 | -1,200 | -1,200","1700 | 1200 | 700 | 500 | 300 | 50","","No text found"
"page01_tile0028_x05400_y01800.png",5400,1800,qwen-vl-ocr,"50 | 120 | 7 | UT. | 50 | 200 | 9x200=1800 | 16 | 110 | A1 | 14 шт. | СМ. ПРИМЕН. П.6","5000","","5000"
"page01_tile0029_x06300_y01800.png",6300,1800,qwen-vl-ocr,"5000 | 10 160 6x200=1200 170 50 | 1 | 3 u | 15 | 12 | 3 | 200","","",""
"page01_tile0030_x07200_y01800.png",7200,1800,qwen-vl-ocr,"17 | 3 шт. | 5 | 12 | 3, 4 | 200 | 4","","",""
"page01_tile0031_x08100_y01800.png",8100,1800,qwen-vl-ocr,"Материалы | Бетон В25, W6, F150 | М³ | Бетон В7,5 | М³ | БФМ5 | Детали","4900 | 4900 | 1380 | 370 | 1220 | 1150","","No text found"
"page01_tile0032_x08815_y01800.png",8815,1800,qwen-vl-ocr,"","","",""
"page01_tile0033_x00000_y02700.png",0,2700,qwen-vl-ocr,"40 | 20 | -1,700","","",""
"page01_tile0034_x00900_y02700.png",900,2700,qwen-vl-ocr,"205 | 325 | 7x100=700 | 125 | 6 | 4 шт. | 3 ш | 10x200 | 37","125","","No text found"
"page01_tile0035_x01800_y02700.png",1800,2700,qwen-vl-ocr,"1 | 3 шт. | 2 шт. | 0x200= 2000 | 3750 | 265 | 325 | 125 | 7x100= 700 | 1550 | 2","3750","",""
"page01_tile0036_x02700_y02700.png",2700,2700,qwen-vl-ocr,"5 | 1550 | A | 40 | 3 | 2 | 4","","","No text found"
"page01_tile0037_x03600_y02700.png",3600,2700,qwen-vl-ocr,"2 шт. | 6 | 4 шт. | 1 | 3 шт. | 4 | шаг 400 | 100 | 3 | шаг 200 | 100 | Подготов | Бетон В7 | 300 | по схеме | 1","130 | 500 | 100 | 100","","1"
"page01_tile0038_x04500_y02700.png",4500,2700,qwen-vl-ocr,"-1,700 | 100 | ГОТОВКА | ОП В7,5","","","No text found"
"page01_tile0039_x05400_y02700.png",5400,2700,qwen-vl-ocr,"14 шт. | см. примеч.п.6 | 2030 | 3660 | 780 | 2 | 39","","","No text found"
"page01_tile0040_x06300_y02700.png",6300,2700,qwen-vl-ocr,"14 | 4 шт. | 1630 | 13 | 6 шт. | 3660 | 2500 | 380 | 6 | 1","3660 | 2500 | 1630 | 380","",""
"page01_tile0041_x07200_y02700.png",7200,2700,qwen-vl-ocr,"12 ГОСТ 34028-2016 | 17* ГОСТ 34028-2016 | A1 ГОСТ 34028-2016 | ГОСТ 26633-2015 | ГОСТ 26633-2015 | 13 ГОСТ 34028-2016 | 14 ГОСТ 34028-2016 | 3* ГОСТ 5781-82","","","No text found"
"page01_tile0042_x08100_y02700.png",8100,2700,qwen-vl-ocr,"12 - A500C L= 1150 | 12 - A500C L= 1190 | 12 - A500C L= 720 | Материалы | Бетон В25, W6, F150 M³ | Бетон В7,5 M³ | БФМ6 | Детали | 20 - A500C L= 1580 | 12 - A500C L= 1580 | 8 - A240 L= 1380","","","No text found"
